movie_id,title,year,length,age_guide,description,poster,trailer_url,is_deleted,is_in_cinema,is_coming_soon,genre,language,director,writer,actors,keywords
30,Dangerous Minds,1995,1h 39min,R,louanne johnson ex marine hired teacher high school poor area city recently separated husband friend also got temporary job terrible reception students tries unconventional methods teaching using karate bob dylan lyrics etc gain trust,https://m.media-amazon.com/images/M/MV5BYjViMWY0YjMtOTc3ZC00MGJjLTkyMGUtZjE5NWIzYmQzZDA2XkEyXkFqcGdeQXVyNjYyMTYxMzk@._V1_.jpg,https://www.youtube.com/embed/gA-5nLQCmW8,False,False,False,Biography Drama,English,JohnMcTiernan,LouAnneJohnson RonaldBass,MichellePfeiffer GeorgeDzundza CourtneyB.Vance RobinBartlett BeatriceWinde,"Louanne Johnson is an ex-marine, hired as a teacher in a high-school in a poor area of the city. She has recently separated from her husband. Her friend, also teacher in the school, got the temporary job for her. After a terrible reception from the students, she tries unconventional methods of teaching (using karate, Bob Dylan lyrics etc) to gain the trust of the students."
41,Mortal Kombat,1995,1h 41min,PG-13,based popular video game name mortal kombat tells story ancient tournament best different realms fight goal ten wins able legally invade losing realm outworld far collected nine earthrealm lord rayden fighters stop reaching final victory ...,https://m.media-amazon.com/images/M/MV5BNjY5NTEzZGItMGY3My00NzE4LThkYTUtYjJkNzk3MDBiMWE3XkEyXkFqcGdeQXVyNzg5MDE1MDk@._V1_.jpg,https://www.youtube.com/embed/JHIfHL5UgFs,False,False,False,Action Thriller Fantasy Sci-Fi Adventure,English,PaulSchrader,KevinDroney JohnTobias EdBoon,ChristopherLambert RobinShou LindenAshby Cary-HiroyukiTagawa BridgetteWilson-Sampras,"Based on the popular video game of the same name Mortal Kombat tells the story of an ancient tournament where the best of the best of different Realms fight each other. The goal - ten wins to be able to legally invade the losing Realm. Outworld has so far collected nine wins against Earthrealm, so it's up to Lord Rayden and his fighters to stop Outworld from reaching the final victory..."
31,Twelve Monkeys,1995,2h 9min,R,james cole prisoner state year 2035 earn parole agrees travel back time thwart devastating plague virus wiped earth population remainder live underground air poisonous returning 1990 six years start soon imprisoned psychiatric facility warnings sound like mad ravings meets scientist named dr kathryn railly jeffrey goines son eminent virologist returned authorities finally ends intended destination 1996 kidnaps order enlist help quest discovers graffiti apparent animal rights group called army twelve monkeys delves mystery hears voices loses bearings doubts sanity must figure seems raving lunatic holds key puzzle,https://m.media-amazon.com/images/M/MV5BN2Y2OWU4MWMtNmIyMy00YzMyLWI0Y2ItMTcyZDc3MTdmZDU4XkEyXkFqcGdeQXVyMTQxNzMzNDI@._V1_.jpg,https://www.youtube.com/embed/YxLbHHYGzkg,False,False,False,Mystery Sci-Fi Thriller,English French,TerrenceMalick,ChrisMarker DavidWebbPeoples JanetPeoples,JonSeda BradPitt JosephMelito BruceWillis MadeleineStowe,"James Cole, a prisoner of the state in the year 2035, can earn parole if he agrees to travel back in time and thwart a devastating plague. The virus has wiped out most of the Earth's population and the remainder live underground because the air is poisonous. Returning to the year 1990, six years before the start of the plague, Cole is soon imprisoned in a psychiatric facility because his warnings sound like mad ravings. There he meets a scientist named Dr. Kathryn Railly and Jeffrey Goines, the mad son of an eminent virologist. Cole is returned by the authorities to the year 2035, and finally ends up at his intended destination in 1996. He kidnaps Dr. Railly in order to enlist her help in his quest. Cole discovers graffiti by an apparent animal rights group called the Army of the Twelve Monkeys, but as he delves into the mystery, he hears voices, loses his bearings, and doubts his own sanity. He must figure out if Goines, who seems to be a raving lunatic, holds the key to the puzzle."
32,Babe,1995,1h 31min,G,gentle farmer arthur hoggett wins piglet named babe county fair narrowly escaping fate christmas dinner decides show next bonds motherly border collie fly discovers herd sheep farm animals including jealous husband rex accept pig conform social hierarchy,https://m.media-amazon.com/images/M/MV5BMDk4NjM2Y2UtNWYxNy00ZWVhLThjYzEtN2JmMjQwYTI3NDg2XkEyXkFqcGdeQXVyNjYyMTYxMzk@._V1_.jpg,https://www.youtube.com/embed/tVxeoUtVF0o,False,False,False,Comedy Drama Family,English,CharlesVidor,ChrisNoonan DickKing-Smith GeorgeMiller,JamesCromwell MagdaSzubanski ChristineCavanaugh MiriamMargolyes DannyMann,"Gentle farmer Arthur Hoggett wins a piglet named Babe at a county fair. Narrowly escaping his fate as Christmas dinner when Farmer Hoggett decides to show him at the next fair, Babe bonds with motherly border collie Fly and discovers that he can herd sheep too. But will the other farm animals, including Fly's jealous husband, Rex, accept a pig who doesn't conform to the farm's social hierarchy?"
33,Carrington,1995,2h 1min,R,story relationship painter dora carrington dame emma thompson author lytton strachey jonathan pryce world war england cottages countryside although platonic due homosexuality nevertheless deep complicated one develop physical soldier ralph partridge steven waddington   able welcome friend remained somewhat uneasy much sexual orientation fact conscientious objector,https://m.media-amazon.com/images/M/MV5BZjQ3MTBkNDEtMGRlZS00OTY0LTkzYjktOWU2MzI3ZDRiMjY5XkEyXkFqcGdeQXVyMTA0MjU0Ng@@._V1_.jpg,https://www.youtube.com/embed/pkpLVTqef_I,False,False,False,Drama Biography Romance,English,ChrisNoonan,MichaelHolroyd ChristopherHampton,EmmaThompson JonathanPryce StevenWaddington SamuelWest RufusSewell,"The story of the relationship between painter Dora Carrington (Dame Emma Thompson) and author Lytton Strachey (Jonathan Pryce) in a World War I England of cottages and countryside. Although platonic due to Strachey's homosexuality, the relationship was nevertheless a deep and complicated one. When Carrington did develop a more physical relationship with soldier Ralph Partridge (Steven Waddington), Strachey was able to welcome him as a friend, although Partridge remained somewhat uneasy, not so much with Strachey's sexual orientation as with the fact that he was a conscientious objector."
34,Dead Man Walking,1995,2h 2min,R,convicted murderer death row nun befriends portrayal finely drawn characters interactions days hours minutes tick condemned man execution powerful emotions unleashed matthew poncelet sister prejean desperately try gain stay governor courts scenes intercut brutal crime gradually revealing truth events transpired addition temporal help also tries reach spiritually assist guide salvation,https://m.media-amazon.com/images/M/MV5BMTM3NzA1MjM2N15BMl5BanBnXkFtZTcwMzY3MTMzNA@@._V1_.jpg,https://www.youtube.com/embed/pg-GMqPHIPQ,False,False,False,Crime Drama,English,TimReid,TimRobbins HelenPrejean,RaymondJ.Barry R.LeeErmey SeanPenn SusanSarandon RobertProsky,"A convicted murderer on Death Row and the nun who befriends him. Through the portrayal of finely drawn characters and their interactions as the days, hours, and minutes tick down to the condemned man's execution, powerful emotions are unleashed. While Matthew Poncelet and Sister Prejean desperately try to gain a stay of execution from the governor or the courts, scenes are intercut from the brutal crime, gradually revealing the truth about the events that transpired. In addition to her temporal help, the nun also tries to reach out spiritually and assist as a guide to salvation."
35,It Takes Two,1995,1h 41min,PG,alyssa rich girl amanda orphan two little girls identical complete strangers accidentally meet one day together form plan try getting father prevent making biggest mistake life marrying awful woman,https://m.media-amazon.com/images/M/MV5BOTBiYTEwYzYtZTAzMC00YzQzLTllYmMtMjE4N2U3NmRkMmQ4XkEyXkFqcGdeQXVyMTAyOTE2ODg0._V1_.jpg,https://www.youtube.com/embed/6PKq7YSpO6c,False,False,False,Comedy Family Romance,English,AndrewScheinman,DeborahDeanDavis,KirstieAlley SteveGuttenberg Mary-KateOlsen AshleyOlsen PhilipBosco,"Alyssa (a rich girl) and Amanda (an orphan) are two little girls who are identical, but complete strangers, that accidentally meet one day. Together they form a plan to try getting Alyssa's father to prevent making the biggest mistake of his life: marrying an awful woman."
36,Clueless,1995,1h 37min,PG-13,cher high school student beverly hills must survive ups downs adolescent life external demeanor first seems superficial rather hides wit charm intelligence help deal relationships friends family important teenage social,https://m.media-amazon.com/images/M/MV5BMzBmOGQ0NWItOTZjZC00ZDAxLTgyOTEtODJiYWQ2YWNiYWVjXkEyXkFqcGdeQXVyNTE1NjY5Mg@@._V1_.jpg,https://www.youtube.com/embed/3zuRkQSx5gs,False,False,False,Romance Comedy,Spanish English,AlfonsoCuarón,AmyHeckerling,PaulRudd BrittanyMurphy DonaldFaison AliciaSilverstone StaceyDash,"Cher, a high school student in Beverly Hills, must survive the ups and downs of adolescent life. Her external demeanor at first seems superficial, but rather it hides her wit, charm, and intelligence which help her to deal with relationships, friends, family, school, and the all-important teenage social life."
37,"Cry, the Beloved Country",1995,1h 46min,PG-13,south african church minister steven kumalo summoned village johannesburg finds son absolom jailed connection robbery white man killed father james jarvis supporter apartheid separation races law africa encounter come unexpected realizations sons nature humanity,https://m.media-amazon.com/images/M/MV5BMTIwOTkyMTc3Ml5BMl5BanBnXkFtZTcwMzI5MjYxMQ@@._V1_.jpg,https://www.youtube.com/embed/LM71hikxbQw,False,False,False,Drama Thriller,English,DanielPetrieJr.,AlanPaton RonaldHarwood,RichardHarris JamesEarlJones VusiKunene CharlesS.Dutton TsholofeloWechoemang,"South African church minister Steven Kumalo is summoned from his village to Johannesburg. There he finds that his son Absolom has been jailed in connection with a robbery in which a white man was killed. The father of the white man, James Jarvis, is a supporter of apartheid, the separation of the races which is the law of South Africa. When they encounter each other, both Kumalo and Jarvis come to unexpected realizations not only about their sons, but about the nature of their own humanity."
38,Richard III,1995,1h 50min,R,william shakespeare classic play brought present setting great britian 1930s civil war erupted house lancaster one side claiming right british throne hoping bring freedom country opposing york commanded infamous richard iii sir ian mckellen   rules fascist government hopes install dictator monarch,https://m.media-amazon.com/images/M/MV5BOWI3NjhhZDItNWQ2NS00Zjg0LWIzMjctNzY0MjRmNzkyYzVmXkEyXkFqcGdeQXVyMTA0MjU0Ng@@._V1_.jpg,https://www.youtube.com/embed/OXc0-EME0C8,False,False,False,Drama War Sci-Fi,English,RichardLester,RichardEyre RichardLoncraine IanMcKellen,IanMcKellen AnnetteBening ChristopherBowen EdwardJewesbury BillPaterson,"William Shakespeare's classic play is brought into the present with the setting as Great Britian in the 1930s. Civil war has erupted with the House of Lancaster on one side, claiming the right to the British throne and hoping to bring freedom to the country. Opposing is the House of York, commanded by the infamous Richard III (Sir Ian McKellen), who rules over a fascist government and hopes to install himself as a dictator monarch."
39,Dead Presidents,1995,1h 59min,R,action film directed hughes brothers depicts heist old bills retired circulation destined government money burn however broadly addresses issues black americans involvement vietnam war subsequent disillusionment progress social civil rights back home united states 1960,https://m.media-amazon.com/images/M/MV5BNjdhZWEzMzEtMjNhZS00OThhLWFiZWUtM2EwMWU5MWE0MDA4XkEyXkFqcGdeQXVyMTQxNzMzNDI@._V1_.jpg,https://www.youtube.com/embed/iB3JtJJZJG8,False,False,False,Drama Action Crime Thriller War,English,AlexandreRockwell AlanMehrez,AllenHughes AlbertHughes MichaelHenryBrown,FreddyRodríguez ChrisTucker RoseJackson LarenzTate KeithDavid,"This action film, directed by the Hughes brothers, depicts a heist of old bills, retired from circulation and destined by the government to be money to burn. However, more broadly, it addresses the issues of Black Americans' involvement in the Vietnam War and their subsequent disillusionment with progress in social issues and civil rights back home in the United States, during the 1960's."
